"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Conductivity","","","","","","","","","","","",""
"31","3087281","DD1394","2026-04-14","113","80.7","62","6","","3.6","4.0","1.11","0","80.7","-4.2","- |  - |  - |  -","","","","17.92","0.42","162","","","","32","","1","","","67","67","65","69","110.7","468","0","","10","452","101","103","South Milking Cows"
"40","3087510","DD1397","2026-04-14","143","83.6","313","5","","2.6","3.3","1.13","0","83.6","-1.8","- |  - |  - |  -","","","","14.70","0.28","183","","","","16","","","","","70","72","71","71","102.2","468","0","","10","522","101","103","South Milking Cows"
"35","3087215","DD1400","","387","","258","80","","2.5","1.6","1.61","0","","0.9","- |  - |  - |  -","","","","","","79","Pregnant","Vet ck-pg","2025-09-19","265","x","2","2025-09-19","Pregnant","64","65","66","64","100.6","468","0","x","1","596","104","8","Dry Cows"
"111","3086497","DD1402","2026-04-14","361","70.8","276","26","","2.9","3.4","1.33","0","70.8","1.8","- |  - |  - |  -","","","","14.46","0.22","86","Not Pregnant","Vet ck-preg ck-open,Stat left,stat right, off sync","2025-08-15","16","","3","2025-08-15","Not Pregnant","77","70","71","71","101.7","468","0","","0","554","101","103","South Milking Cows"
"80","3086149","DD1406","2026-04-14","336","57.8","106","61","","3.1","3.1","1.32","0","57.8","-1.5","- |  - |  - |  -","","","","13.57","0.22","1698","Pregnant","Vet ck-preg","2026-02-20","122","","5","2026-02-20","Pregnant","69","0","74","73","100.9","468","0","","11","431","102","103","South Milking Cows"
"116","3086998","DD1407","","382","","298","5","","2.8","1.4","1.40","0","","-2.9","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg","2025-09-19","274","x","1","2025-09-19","Pregnant","79","79","80","77","98.6","468","0","","-3","358","101","8","Dry Cows"
"246","3086605","DD1411","","455","","470","15","","2.7","1.4","1.29","2","","8.8","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg","2025-09-19","271","x","2","2025-09-19","Pregnant","70","68","70","69","101.1","468","0","","0","645","103","8","Dry Cows"
"205","5925505","DD1413","2026-04-14","264","47.0","205","11","","2.5","2.7","1.36","0","47.0","-2.6","- |  - |  - |  -","2025-10-12","","","15.03","0.17","","Metritis","Vet ck-reck-clean","2025-09-20","46","","3","","","0","75","64","61","99.7","468","0","","11","525","104","3","North Milking Cows"
"46","3351614","DD1415","2026-04-14","239","82.5","346","5","","2.4","4.0","1.15","0","82.5","-2.2","- |  - |  - |  -","2026-04-06","","","16.25","0.30","1285","Pregnant","Vet ck-pg","2026-01-16","136","","2","2026-01-16","Pregnant","66","67","67","66","100.2","468","0","","12","511","101","103","South Milking Cows"
"149","3087997","DD1416","2026-04-14","335","54.9","278","21","","2.6","2.4","1.37","0","54.9","-2.9","- |  - |  - |  -","","","","11.71","0.21","","Pregnant","Vet ck-Pg","2025-11-21","193","","1","2025-11-21","Pregnant","67","70","73","69","101.1","468","0","","6","514","103","3","North Milking Cows"
"21","3087503","DD1420","2026-04-14","292","75.2","278","9","","2.9","3.7","1.44","0","75.2","-3.1","- |  - |  - |  -","","","","18.10","0.30","97","Pregnant","Vet ck-preg","2026-02-20","101","","4","2026-02-20","Pregnant","82","77","75","76","100.8","468","0","","5","454","101","103","South Milking Cows"
"63","3086272","DD1423","2026-04-14","335","55.8","79","18","","3.2","3.0","1.41","0","55.8","0.2","- |  - |  - |  -","","","","12.50","0.23","501","Pregnant","Vet ck-preg","2026-02-20","122","","3","2026-02-20","Pregnant","82","64","63","91","100.9","468","0","","9","470","102","103","South Milking Cows"
"93","3086243","DD1425","2026-04-14","343","66.8","112","176","","3.2","3.6","1.32","0","66.8","-4.2","- |  - |  - |  -","","","","15.71","0.25","69","Off sync program","","2026-02-23","41","","6","2026-02-20","Not Pregnant","76","71","71","72","100.6","468","0","","1","482","102","103","South Milking Cows"
"83","6641288","DD1426","2026-04-14","218","84.2","238","10","","3.0","4.4","1.19","0","84.2","-3.5","- |  - |  - |  -","","","","13.63","0.32","86","Not Pregnant","vet ck-open,Fol left,stat right,watch,offsync if no heat by Mon.","2026-03-20","13","","3","2026-03-20","Not Pregnant","61","65","64","63","101.1","468","0","","14","580","102","103","South Milking Cows"
"92","3087516","DD1433","2026-04-14","192","82.9","397","7","","2.9","3.1","1.18","0","82.9","0.9","- |  - |  - |  -","","","","16.55","0.25","828","Pregnant","Vet ck-preg","2026-02-20","101","","2","2026-02-20","Pregnant","0","78","78","75","101.1","468","0","","9","478","102","103","South Milking Cows"
"78","3087494","DD1435","2026-04-14","78","80.2","42","1","","3.1","3.0","1.10","0","80.2","-9.9","- |  - |  - |  -","","","","18.69","0.30","2571","","","","","","","","","60","63","84","90","100.9","468","0","","4","555","102","103","South Milking Cows"
"103","3087255","DD1438","2026-04-14","30","102.3","11","1","","4.1","4.3","1.25","0","102.3","-4.6","- |  - |  - |  -","","","","16.73","0.38","188","","","","","","","","","0","69","66","66","101.5","468","0","","2","700","101","103","South Milking Cows"
"211","6641911","DD1440","2026-04-14","351","72.1","194","20","","3.2","3.4","1.36","0","72.1","-7.1","- |  - |  - |  -","","","","15.24","0.24","","Off sync program","","2026-02-23","42","","4","2026-01-16","Not Pregnant","73","75","76","74","","468","0","","1","409","103","3","North Milking Cows"
"271","6642304","DD1441","2026-04-14","165","58.6","165","5","","2.5","2.4","1.41","0","58.6","-4.2","- |  - |  - |  -","","","","13.33","1.14","94","Metritis","Vet ck-dirty-clean,offsync","2026-02-20","16","","1","","","67","72","68","68","99.9","468","0","","14","458","101","103","South Milking Cows"
"115","3087667","DD1442","2026-04-14","12","66.4","2","0","","3.3","3.4","1.13","0","66.4","1.3","- |  - |  - |  -","","","","12.14","0.17","45","","","","","","","","","0","0","66","67","104.2","468","0","","13","504","101","103","South Milking Cows"
"123","3086581","DD1443","2026-04-14","318","45.2","485","6","","2.7","2.1","1.54","2","45.2","-0.9","- |  - |  - |  -","","","","10.93","1.76","","Pregnant","Vet ck-pg","2025-12-19","177","","1","2025-12-19","Pregnant","67","68","69","79","101.1","468","0","x","2","550","103","3","North Milking Cows"
"1063","","DD1444","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Not Pregnant","Vet ck-open","2023-09-01","1022","","1","2023-09-01","Not Pregnant","","","","","","468","","","","","","11","Young stock"
"139","3087241","DD1445","2026-04-14","248","54.7","664","2","","2.6","2.6","1.09","1","54.7","-1.5","- |  - |  - |  -","","","","13.33","0.15","","Pregnant","Vet ck-pg,twins,reck @ 120D","2025-12-19","178","","1","2025-12-19","Pregnant","75","76","75","85","101.7","468","0","","17","536","104","3","North Milking Cows"
"268","6641401","DD1446","2026-04-14","306","70.1","110","17","","3.8","4.3","1.18","0","70.1","-3.7","- |  - |  - |  -","","","","17.50","0.35","52","Pregnant","Vet ck-preg","2026-02-20","128","","3","2026-02-20","Pregnant","63","65","65","66","99.9","468","0","","9","572","102","103","South Milking Cows"
"71","3087258","DD1447","2026-04-14","377","77.8","139","15","","3.7","4.9","1.43","0","77.8","-8.6","- |  - |  - |  -","","","","17.38","0.40","56","Dirty cow","Vet ck-Fresh,dirty,vac,lut,10,1 mo.","2025-05-17","57","","6","","","65","68","67","67","100.6","468","0","","5","496","102","103","South Milking Cows"
"6","3087355","DD1449","2026-04-14","331","80.5","340","6","","2.7","4.1","1.27","0","80.5","-9.3","- |  - |  - |  -","","","","15.36","0.32","28","Fertility cycling","Vet ck-pg-open,stat left,CL right,lut, Vet ck-pg-open,stat left,CL right,lut","2026-02-20","50","","3","2026-02-20","Not Pregnant","67","65","66","65","101.1","468","0","","11","526","101","103","South Milking Cows"
"56","3086452","DD1453","2026-04-14","234","50.3","624","5","","2.1","1.9","1.48","0","50.3","1.1","- |  - |  - |  -","","","","10.06","0.25","","Pregnant","Vet ck-pg","2026-01-16","158","","1","2026-01-16","Pregnant","63","66","69","73","100.0","468","0","","3","445","102","103","South Milking Cows"
"222","6632589","DD1455","2026-04-14","243","79.4","148","4","","2.8","3.4","1.44","0","79.4","-0.2","- |  - |  - |  -","","","","15.36","0.32","399","","","","48","","4","","","75","66","65","65","100.9","468","0","","8","569","102","103","South Milking Cows"
"1081","","DD1459","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","468","","","","","","11","Young stock"
"45","3086129","DD1462","","340","","99","4","","2.7","1.9","1.44","0","","-5.3","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg","2025-09-19","266","x","1","2025-09-19","Pregnant","72","71","77","72","96.6","468","0","","0","366","104","8","Dry Cows"
"269","6642024","DD1463","2026-04-14","8","44.5","11","0","","2.3","2.4","1.22","2","44.5","0.7","- |  - |  - |  -","","","","7.44","2.37","","","","","","","","","","66","69","64","67","100.6","468","2","","0","433","101","103","South Milking Cows"
"143","3183515","DD1467","2026-04-14","244","78.9","357","8","","3.0","4.0","1.42","2","78.9","-3.5","- |  - |  - |  -","","","","19.46","0.43","77","Fertility cycling","Vet ck-57+DIM-stat left,CL right, lut, offsync in 3 days if no heat","2026-02-20","27","","2","","","67","70","69","69","101.7","468","0","","2","545","101","103","South Milking Cows"
"199","6633146","DD1470","2026-04-14","212","91.9","712","22","","2.8","3.7","1.22","0","91.9","-6.4","- |  - |  - |  -","","","","17.56","0.27","133","Pregnant","Vet ck-preg","2026-02-20","120","","1","2026-02-20","Pregnant","61","66","63","65","100.6","468","0","","12","502","101","103","South Milking Cows"
"23","3087231","DD1471","2026-04-14","372","43.7","130","9","","3.8","2.4","1.51","0","43.7","-8.6","- |  - |  - |  -","","","","16.16","0.24","","Pregnant","Vet ck-Pg","2025-11-21","204","","1","2025-11-21","Pregnant","60","60","62","66","99.5","468","0","x","-1","579","104","3","North Milking Cows"
"69","3087141","DD1473","2026-04-14","328","77.4","240","15","","3.3","4.0","1.24","0","77.4","-8.8","- |  - |  - |  -","","","","15.18","0.28","26","Pregnant","Vet ck-preg","2026-02-20","128","","3","2026-02-20","Pregnant","69","63","62","62","101.5","468","0","","14","492","102","103","South Milking Cows"
"127","3086217","DD1474","2026-04-14","210","54.7","525","7","","1.9","2.1","1.32","0","54.7","-1.3","- |  - |  - |  -","","","","14.88","0.22","236","Not Pregnant","Vet ck-pg-open,cyst right, off sync","2026-02-20","16","","2","2026-02-20","Not Pregnant","64","67","70","65","100.2","468","0","","1","381","102","103","South Milking Cows"
"94","3087594","DD1476","2026-04-14","201","68.6","664","4","","2.0","2.9","1.09","0","68.6","-2.4","- |  - |  - |  -","","","","14.23","0.28","201","Female infertility","Vet ck-57+DIM-stat left stat right, offsync","2026-02-20","13","","1","","","66","67","69","65","100.9","468","0","","12","512","101","103","South Milking Cows"
"26","3087118","DD1478","2026-04-14","250","64.2","243","146","","2.9","3.6","1.34","1","64.2","-19.8","- |  - |  - |  -","2025-10-27","","","14.35","0.19","21","Pregnant","Vet ck-pg","2025-12-19","166","","3","2025-12-19","Pregnant","59","66","63","0","101.5","468","0","","14","565","102","103","South Milking Cows"
"108","3542732","DD1479","2026-04-14","242","82.7","448","17","","2.5","3.4","1.40","0","82.7","-6.4","- |  - |  - |  -","","","","17.02","0.26","66","Pregnant","Vet ck-preg","2026-02-20","113","","1","2026-02-20","Pregnant","64","70","68","69","101.1","468","0","","6","418","102","103","South Milking Cows"
"202","3087167","DD1480","2026-04-14","109","74.3","306","6","","2.7","3.1","1.22","0","74.3","-1.3","- |  - |  - |  -","","","","18.87","0.35","83","","","","2","","","","","72","75","74","73","102.4","468","0","","6","469","101","103","South Milking Cows"
"162","5926949","DD1482","2026-04-14","213","71.4","108","55","","2.7","3.3","1.28","0","71.4","2.0","- |  - |  - |  -","","","","15.60","0.28","26","Pregnant","Vet ck-preg","2026-02-20","113","","1","2026-02-20","Pregnant","69","76","72","71","103.3","468","0","","13","485","101","103","South Milking Cows"
"152","3353711","DD1484","2026-04-14","93","85.3","205","15","","2.6","3.3","1.69","0","85.3","-7.5","- |  - |  - |  -","","","","18.20","0.28","","","","","27","","1","","","66","69","68","67","100.0","468","0","x","14","546","104","3","North Milking Cows"
"1108","","DD1485","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","468","","","","","","11","Young stock"
"124","3087250","DD1486","2026-04-14","226","68.1","150","13","","2.8","3.3","1.30","0","68.1","0.4","- |  - |  - |  -","","","","14.05","0.19","29","Pregnant","Vet ck-pg","2026-01-16","139","","1","2026-01-16","Pregnant","63","68","66","66","101.5","468","0","","7","413","102","103","South Milking Cows"
"98","3087882","DD1487","2026-04-14","119","96.6","364","1","","3.1","3.3","1.22","1","96.6","-7.7","- |  - |  - |  -","","","","19.70","0.31","9","","","","16","","2","","","69","72","70","70","101.7","468","0","","8","583","102","103","South Milking Cows"
"49","3086283","DD1488","2026-04-14","1","32.6","0","0","","1.0","1.0","1.16","0","32.6","7.7","[M] Colostrum |  [M] Colostrum |  [M] Colostrum |  [M] Colostrum","","x","","1.37","1.44","","","","","","","","","","70","74","72","73","98.2","468","1","","72","206","102","103","South Milking Cows"
"151","3086706","DD1489","","","0.0","","0","","","","0.00","0","0.0","0.0","- |  - |  - |  -","","","","","","","Female infertility","Vet ck-fertility ck-watch for heat","2025-09-19","117","","1","","","","","","","","468","0","","-4","414","","1","Default"
"24","3086116","DD1490","2026-04-14","131","76.7","86","8","","3.3","3.4","1.14","0","76.7","-3.1","- |  - |  - |  -","","","","16.19","0.22","53","Fertility cycling","Vet ck-75+DIM-Cl left,stat right, lut","2026-02-20","29","","2","","","70","76","71","72","100.4","468","0","","7","539","101","103","South Milking Cows"
"95","3086498","DD1493","2026-04-14","287","53.8","326","21","","3.0","2.9","1.57","0","53.8","-4.9","- |  - |  - |  -","2025-10-29","","","14.70","0.23","237","Pregnant","Vet ck-Pg","2025-11-21","203","","1","2025-11-21","Pregnant","61","64","62","60","101.7","468","0","x","0","397","102","103","South Milking Cows"
"32","3087545","DD1494","2026-04-14","114","89.5","62","7","","3.7","4.3","1.14","0","89.5","-10.1","- |  - |  - |  -","","","","16.43","0.33","15","","","","46","","1","","","62","71","62","63","102.0","468","0","","9","519","101","103","South Milking Cows"
"47","3087308","DD1495","2026-04-14","53","125.2","31","4","","4.5","4.9","1.03","0","125.2","-5.5","- |  - |  - |  -","","","","20.30","0.56","26","Dirty cow","","2026-03-20","","","","","","68","70","69","69","101.8","468","0","","17","625","101","103","South Milking Cows"
"234","6635136","DD1496","2026-04-14","204","79.1","139","5","","3.1","4.0","1.19","0","79.1","-3.1","- |  - |  - |  -","","","","15.95","0.29","45","Pregnant","Vet ck-preg","2026-02-20","114","","1","2026-02-20","Pregnant","63","67","64","64","100.4","468","0","","22","510","102","103","South Milking Cows"
"250","6635110","DD1500","2026-04-14","252","45.2","190","5","","2.1","2.4","1.47","0","45.2","-4.9","- |  - |  - |  -","","","","9.74","0.14","","Off sync program","","2026-01-19","16","","2","2025-12-19","Not Pregnant","69","69","71","70","97.9","468","0","","1","524","104","3","North Milking Cows"
"72","3087950","DD1501","2026-04-14","63","82.0","49","2","","2.7","3.1","0.99","0","82.0","-3.5","- |  - |  - |  -","","","","15.95","0.28","22","","","","15","","","","","68","71","72","69","102.2","468","0","x","0","428","101","103","South Milking Cows"
"125","3087179","DD1502","2026-04-14","353","34.0","251","17","","2.6","2.1","1.36","1","34.0","-3.5","- |  - |  - |  -","","","","11.22","1.61","","Pregnant","Vet ck-Pg","2025-11-21","208","","1","2025-11-21","Pregnant","66","66","67","66","101.1","468","0","","12","469","103","3","North Milking Cows"
"50","3086511","DD1503","2026-04-14","273","56.2","82","55","","3.1","3.0","1.34","0","56.2","-4.4","- |  - |  - |  -","","","","13.12","0.20","","Pregnant","Vet ck-PG","2026-03-20","77","","3","2026-03-20","Pregnant","67","0","71","68","101.5","468","0","","5","541","103","3","North Milking Cows"
"172","3351267","DD1505","2026-04-14","251","46.3","192","3","","2.8","2.3","1.30","0","46.3","-5.1","- |  - |  - |  -","","","","10.37","1.69","","Pregnant","Vet ck-pg","2026-01-16","156","","1","2026-01-16","Pregnant","70","75","73","74","100.9","468","0","","13","462","103","3","North Milking Cows"
"220","6633304","DD1506","","425","","108","70","","2.9","1.9","1.62","1","","-4.2","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg","2025-09-19","253","","3","2025-09-19","Pregnant","68","61","63","62","101.3","468","0","x","4","448","103","1","Default"
"213","6635043","DD1507","2026-04-14","273","56.9","123","11","","3.0","2.9","1.34","1","56.9","-8.2","- |  - |  - |  -","","","","14.25","0.23","","Pregnant","Vet ck-PG","2026-03-20","66","","4","2026-03-20","Pregnant","64","63","65","64","98.1","468","0","","9","548","104","3","North Milking Cows"
"53","3086247","DD1508","2026-04-14","279","82.5","148","15","","3.0","3.6","1.14","2","82.5","0.9","- |  - |  - |  -","","","","16.73","0.31","52","Pregnant","Vet ck-PG","2026-03-20","72","","4","2026-03-20","Pregnant","65","69","68","68","100.9","468","0","","8","472","102","103","South Milking Cows"
"55","3183487","DD1510","2026-04-14","287","36.4","231","7","","2.4","2.4","1.26","0","36.4","-3.7","- |  - |  - |  -","","","","12.84","0.21","","Pregnant","Vet ck-pg","2025-12-19","166","","1","2025-12-19","Pregnant","66","67","67","68","100.9","468","0","","3","382","103","3","North Milking Cows"
"214","6635135","DD1511","2026-04-14","305","54.0","117","3","","3.6","3.1","1.29","0","54.0","-6.8","- |  - |  - |  -","","","","16.44","0.25","","Pregnant","Vet ck-pg","2025-12-19","170","","2","2025-12-19","Pregnant","69","71","71","70","100.6","468","0","","12","450","104","3","North Milking Cows"
"1141","","DD1512","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","468","","","","","","11","Young stock"
"183","3087417","DD1513","2026-04-14","275","70.1","121","13","","3.3","3.6","1.31","0","70.1","-6.4","- |  - |  - |  -","","","","16.08","0.33","","Pregnant","Vet ck-preg","2026-02-20","103","","3","2026-02-20","Pregnant","69","69","71","70","99.5","468","0","","7","521","104","3","North Milking Cows"
